shipment_id,shipper_id,shipper_name,shipper_address,shipper_city,shipper_state,shipper_zip,shipper_latitude,shipper_longitude,waste_description,waste_epa_codes,weight,manifest_file
126,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SULFURIC ACID CONT. CONCRETE,D001,272.16,group0/waste-manifests-page126.pdf
127,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SODIUM HYPOCHLORITE SOLUTION,D001,90.72,group0/waste-manifests-page127.pdf
128,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,CW 30 CHILL WATER TREATMENT,D001,56.7,group0/waste-manifests-page128.pdf
129,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SODIUM HYDROXIDE CLEANER,D001,1020.6,group0/waste-manifests-page129.pdf
130,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SODIUM CHLORITE SOLUTION,D001,1814.4,group0/waste-manifests-page130.pdf
131,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SODIUM CHROMATE,D001,181.44,group0/waste-manifests-page131.pdf
132,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,SULFURIC ACID & CHROME,D001,226.8,group0/waste-manifests-page132.pdf
133,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,LAB WASTE,D001,45.36,group0/waste-manifests-page133.pdf
134,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,BLEACH 15%,D001,90.72,group0/waste-manifests-page134.pdf
135,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,NALCO 2649,D001,34.02,group0/waste-manifests-page135.pdf
136,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,NALCO 7384,D001,226.8,group0/waste-manifests-page136.pdf
137,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,LAB PACK,D001,45.36,group0/waste-manifests-page137.pdf
138,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,LAB WASTE WATER,D001,136.08,group0/waste-manifests-page138.pdf
139,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,MIXED OXIDIZERS,D001,4037.04,group0/waste-manifests-page139.pdf
140,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,ALUMINUM CHLORIDE,D001,272.16,group0/waste-manifests-page140.pdf
141,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER SOLID,D001,45.36,group0/waste-manifests-page141.pdf
142,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER SOLID,D001,181.44,group0/waste-manifests-page142.pdf
143,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER LIQUID,D001,204.12,group0/waste-manifests-page143.pdf
144,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER LIQUID,D001,181.44,group0/waste-manifests-page144.pdf
145,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER LIQUID,D001,408.24,group0/waste-manifests-page145.pdf
146,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,OXIDIZER LIQUID,D001,3628.8,group0/waste-manifests-page146.pdf
147,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,MAPP GAS,D001,32.6592,group0/waste-manifests-page147.pdf
148,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,PROPANE (TORCH SIZE),D001,996.5592,group0/waste-manifests-page148.pdf
149,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,CALIBRATION GAS CYLINDERS,D001,263.9952,group0/waste-manifests-page149.pdf
150,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE PESTICIDES, LIQUID, TOXIC",D001,1,group0/waste-manifests-page150.pdf
151,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE COMPRESSED GAS, FLAMMABLE",D001,77.5656,group0/waste-manifests-page151.pdf
152,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE AEROSOLS, FLAMMABLE",D001,390.096,group0/waste-manifests-page152.pdf
153,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE COMPRESSED GAS, FLAMMABLE",D001,59.8752,group0/waste-manifests-page153.pdf
154,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE AEROSOLS, FLAMMABLE",D001,54.432,group0/waste-manifests-page154.pdf
155,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE AEROSOLS, FLAMMABLE",D001,73.0296,group0/waste-manifests-page155.pdf
156,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE AEROSOLS, FLAMMABLE",D001,54.432,group0/waste-manifests-page156.pdf
157,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE AEROSOLS, FLAMMABLE",D001,454.9608,group0/waste-manifests-page157.pdf
158,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE OXIDIZING LIQUID, CORROSIVE",D001,6.804,group0/waste-manifests-page158.pdf
159,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,45.36,group0/waste-manifests-page159.pdf
160,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,2358.72,group0/waste-manifests-page160.pdf
161,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,408.24,group0/waste-manifests-page161.pdf
162,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,816.48,group0/waste-manifests-page162.pdf
163,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001,1,group0/waste-manifests-page163.pdf
164,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001,1,group0/waste-manifests-page164.pdf
165,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,136.08,group0/waste-manifests-page165.pdf
166,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,22.68,group0/waste-manifests-page166.pdf
167,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE OXIDIZING LIQUID, CORROSIVE",D001,1,group0/waste-manifests-page167.pdf
168,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,272.16,group0/waste-manifests-page168.pdf
169,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,1,group0/waste-manifests-page169.pdf
170,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,1,group0/waste-manifests-page170.pdf
171,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,12.2472,group0/waste-manifests-page171.pdf
172,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001,1,group0/waste-manifests-page172.pdf
173,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING SOLID,D001,793.8,group0/waste-manifests-page173.pdf
174,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001,24.948,group0/waste-manifests-page174.pdf
175,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,AEROSOL CANS,D001,11667.0456,group0/waste-manifests-page175.pdf
176,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,INERT CYLINDERS,D001,29.0304,group0/waste-manifests-page176.pdf
177,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,MISCELLANEOUS CYLINDERS,D001,839.16,group0/waste-manifests-page177.pdf
178,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,AEROSOL CANS,D001,1,group0/waste-manifests-page178.pdf
179,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CYLINDERS REACTIVE POISONS,D001,446.3424,group0/waste-manifests-page179.pdf
180,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CYLINDERS REACTIVE POISONS,D001,417.7656,group0/waste-manifests-page180.pdf
181,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CYLINDERS FLAMMABLE POISON,D001,0.4536,group0/waste-manifests-page181.pdf
182,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CYLINDERS FLAMMABLE POISON,D001,4.9896,group0/waste-manifests-page182.pdf
183,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,COMPRESSED GAS CYLINDER,D001,1031.94,group0/waste-manifests-page183.pdf
184,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,AEROSOL CANS REQUIRING COOS,D001,8129.4192,group0/waste-manifests-page184.pdf
185,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,PROPANE,D001,5097.5568,group0/waste-manifests-page185.pdf
186,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,PHARMACEUTICALS WITH ALCOHOL,D001,1,group0/waste-manifests-page186.pdf
187,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,SOLVENT WASTE IN VIALS,D001,1,group0/waste-manifests-page187.pdf
188,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,FLAMMABLD CYLINDERS,D001,6.804,group0/waste-manifests-page188.pdf
189,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,FLAMMABLD CYLINDERS,D001,343.3752,group0/waste-manifests-page189.pdf
190,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,NON-CHLORINATED OXIDIZER SOLIDS AND LIQUIDS,D001,3065.8824,group0/waste-manifests-page190.pdf
191,NYD049178296,RADIAC RESEARCH CORP.,33 S 1ST STREET,BROOKLYN,NY,11211,40.71528,-73.965564,WASTE PAINT,D001,12247.2,group0/waste-manifests-page191.pdf
192,NYD049178296,RADIAC RESEARCH CORP.,33 S 1ST STREET,BROOKLYN,NY,11211,40.71528,-73.965564,AEROSOLS,D001,641.844,group0/waste-manifests-page192.pdf
193,NYD049178296,RADIAC RESEARCH CORP.,33 S 1ST STREET,BROOKLYN,NY,11211,40.71528,-73.965564,"WASTE COMPRESSED GAS, FLAMMABLE",D001,780.192,group0/waste-manifests-page193.pdf
194,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,CORROSIVE LIQUID,D001,83.916,group0/waste-manifests-page194.pdf
195,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,PAINT RELATED MATERIAL,D001,6123.6,group0/waste-manifests-page195.pdf
196,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"AEROSOLS, FLAMMABLE",D001,181.44,group0/waste-manifests-page196.pdf
197,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"PESTICIDE, TOXIC, FLAMMABLE, LIQUID",D001,61.236,group0/waste-manifests-page197.pdf
198,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,OXIDIZER LIQUID,D001,3244.1472,group0/waste-manifests-page198.pdf
199,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,OXIDIZER SOLID,D001,3905.496,group0/waste-manifests-page199.pdf
200,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,11190,group0/waste-manifests-page200.pdf
201,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,1,group0/waste-manifests-page201.pdf
202,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,1,group0/waste-manifests-page202.pdf
203,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,1,group0/waste-manifests-page203.pdf
204,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,1,group0/waste-manifests-page204.pdf
205,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D001,20190,group0/waste-manifests-page205.pdf
206,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,OXODIZING LIQ,D001,500,group0/waste-manifests-page206.pdf
207,CAD009452657,ROMIC ENVIRONMENTAL TECHNOLOGIES,2081 BAY ROAD,EAST PALO ALTO,CA,94303-1316,37.474076,-122.128592,"LEAD ACID BATTERIES ""UNIVERSAL WASTE""",D001,120882.132,group0/waste-manifests-page207.pdf
208,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,WASTE POTASSIUM PERSULFATE,D001,90.72,group0/waste-manifests-page208.pdf
209,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,WASTE SODIUM NITRITE SOLUTIONS,D001,27.216,group0/waste-manifests-page209.pdf
210,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,COLD STERILANT,D001,1,group0/waste-manifests-page210.pdf
211,CAD980884183,GENERAL ENVIRONMENTAL MANAGEMENT,11855 WHITE ROCK ROAD,RANCHO CORDOVA,CA,95742,38.592474,-121.225637,"ORGANIC CORROSIVE BASE, TREE KILLING",D001,798.336,group0/waste-manifests-page211.pdf
212,NYD013707708,"TAYLOR METALWORKS, INC.",3925 CALIFORNIA ROAD,ORCHARD PARK,NY,14127,42.777729,-78.779318,MINERAL SPIRITS,D001,1,group0/waste-manifests-page212.pdf
213,NYD981485709,MICROFOAM INC.,31 FAASS STREET,UTICA,NY,13501,43.108483,-75.253389,SODIUM NITRATE FINES,D001,630.11844,group0/waste-manifests-page213.pdf
214,CAD028409019,"CROSBY & OVERTON, INC.",1610 WEST 17TH STREET,LONG BEACH,CA,90813,33.788158,-118.214147,METHANOL AND ACETIC ACID,D001; D002,571.52655,group0/waste-manifests-page214.pdf
215,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,PIRHANA ETCH ACID WATER,D001; D002,802.4184,group0/waste-manifests-page215.pdf
216,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"OXIDIZING SOLIDS, CORROSIVE",D001; D002,1.8144,group0/waste-manifests-page216.pdf
217,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"OXIDIZING LIQUIDS, CORROSIVE",D001; D002,35.3808,group0/waste-manifests-page217.pdf
218,MID074246919,SOLUTIA INCORPORATED,5100 WEST JEFFERSON AVENUE,TRENTON,MI,48183,42.119588,-83.189122,A CRUDE TANK SLUDGE,D001; D002,1,group0/waste-manifests-page218.pdf
219,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,OXIDIZING/CORROSIVE,D001; D002,5007.744,group0/waste-manifests-page219.pdf
220,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER SOLID,D001; D002,204.12,group0/waste-manifests-page220.pdf
221,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,OXIDIZER LIQUID,D001; D002,9.072,group0/waste-manifests-page221.pdf
222,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE CORROSIVE LIQUIDS, FLAMMABLE",D001; D002,283.5,group0/waste-manifests-page222.pdf
223,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001; D002,19.0512,group0/waste-manifests-page223.pdf
224,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE OXIDIZING LIQUID,D001; D002,1,group0/waste-manifests-page224.pdf
225,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,WASTE CORROSIVE LIQUID,D001; D002,1,group0/waste-manifests-page225.pdf
226,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,CORN REMOVER,D001; D002,670.4208,group0/waste-manifests-page226.pdf
227,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,LAB PACKED OXIDIZER SOLIDS,D001; D002,1,group0/waste-manifests-page227.pdf
228,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,NITRIC CHROMIC ACIDS,D001; D002,1,group0/waste-manifests-page228.pdf
229,PAD030069140,"CHEMFIRST FINE CHEMICALS, INC.","2 ADAMS AVENUE, TYRONE INDUSTRIAL PARK",TYRONE,PA,16686,40.67949,-78.242319,AMMONIATE,D001; D002,1,group0/waste-manifests-page229.pdf
230,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"CORROSIVE LIQUID, FLAMMABLE",D001; D002,208.656,group0/waste-manifests-page230.pdf
231,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"OXIDIZING LIQUID, CORROSIVE",D001; D002,4.536,group0/waste-manifests-page231.pdf
232,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,CORR LIQ ACIDIC,D001; D002,1,group0/waste-manifests-page232.pdf
233,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,OXIDIZING SOLID,D001; D002,1000,group0/waste-manifests-page233.pdf
234,MAN000104180,BAY STATE PLATING AND POLISHING INC,300 CANAL STREET,LAWRENCE,MA,0,42.70615,-71.159591,WASTE CHROMIC ACID SOLUTION,D001; D002,1,group0/waste-manifests-page234.pdf
235,CTD001180728,BRIDGEPORT FITTINGS INC,705 LORDSHIP BOULEVARD,STRATFORD,CT,6497,41.168406,-73.147368,ALKALINE CLEANER,D001,1451.52,group0/waste-manifests-page235.pdf
236,CAD980884183,GENERAL ENVIRONMENTAL MANAGEMENT,11855 WHITE ROCK ROAD,RANCHO CORDOVA,CA,95742,38.592474,-121.225637,"FLAMMABLE LIQUID, CORROSIVES (ACID)",D001; D002; D003,56.7,group0/waste-manifests-page236.pdf
237,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"CORROSIVE LIQUIDS, BASIC, INORGANIC",D001; D002; D003,449.064,group0/waste-manifests-page237.pdf
238,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,WATER REACTIVE CHEMICALS,D001; D002; D003; D004; D005; D006; D007; D008; D009; D010; D011; F001; F002; F003; F004; F005; P006; P043; P064; P122; U189; U249,1,group0/waste-manifests-page238.pdf
239,NCD980842132,ECOFLO INC,2750 PATTERSON STREET,GREENSBORO,NC,27407,36.05813,-79.837126,LAB PACK,D001; D002; D003; D004; D005; D006; D007; D008; D009; D010; D011; P075; U044; U052; U072; U170; U188; U201; U211; U227; U328; U353,45.36,group0/waste-manifests-page239.pdf
240,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,LAB PACKS,D001; D002; D003; D004; D006; D007; D008; D009; D010; F003,90.72,group0/waste-manifests-page240.pdf
241,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,OXIDIZING MATERIAL,D001; D002; D003; D005; D006; D007; D008; D009; D010; D011,2591.4168,group0/waste-manifests-page241.pdf
242,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,ACIDS,D001; D002; D003; D005; D006; D007; D008; D009; D010; D011,13089.0816,group0/waste-manifests-page242.pdf
243,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,MISCELLANEOUS HAZARDOUS MATERIALS,D001; D002; D003; D005; D006; D007; D008; D009; D010; D011,491.7024,group0/waste-manifests-page243.pdf
244,NCD000648451,CLEAN HARBORS INC,208 WATLINGTON INDUSTRIAL DRIVE,REIDSVILLE,NC,27320,36.322562,-79.649068,ALKALINE,D001; D002; D003; D005; D006; D007; D008; D009; D010; D011,6563.592,group0/waste-manifests-page244.pdf
245,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,TOXIC INORGANIC LIQUIDS,D001; D002; D003; D005; D006; D007; D008; D009; D010; D011; F006; F019; P030; U205,610.5456,group0/waste-manifests-page245.pdf
246,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"OXIDIZING SOLIDS, CORROSIVE",D001; D002; D003; D005; D006; D007; D008; D009; D011,1367.604,group0/waste-manifests-page246.pdf
247,KYD985073196,"LWD, INC - SHAR CAL FACILITY",1637 SHAR-CAL ROAD,CALVERT CITY,KY,42029,37.049388,-88.405045,"OXIDIZING LIQUIDS, CORROSIVE",D001; D002; D003; D005; D006; D007; D008; D009; D011,1024.2288,group0/waste-manifests-page247.pdf
248,WVD981107600,"AMERICAN ENVIRONMENTAL SERVICES, INC.",1750 MORGANTOWN INDUSTRIAL PARK,MORGANTOWN,WV,26501,39.628759,-79.987507,"OXIDIZING LIQUIDS, CORROSIVE",D001; D002; D003; D005; D006; D007; D009; D011,78.4728,group0/waste-manifests-page248.pdf
